ID,Recurso,Tipo,AE,Proposito,Accion estudiante,Valor pedagogico,Exactitud,Accesibilidad,Decision,Correccion,Estado final
M1-MED-011,oficio-cruce.png?v=3,foto,"Lee y utiliza las especificaciones técnicas de proyectos de refrigeración y climatización, para conocer las indicaciones técnicas y el tipo de material que se empleará en la ejecución de los trabajos y poder determinar posibles interferencias o dificultades en las etapas del proyecto.",E2 AE2 etapa 4 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-012,oficio-cruce.png?v=3,foto,"Lee y utiliza las especificaciones técnicas de proyectos de refrigeración y climatización, para conocer las indicaciones técnicas y el tipo de material que se empleará en la ejecución de los trabajos y poder determinar posibles interferencias o dificultades en las etapas del proyecto.",E2 AE2 etapa 5 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-013,oficio-cruce.png?v=3,foto,"Lee y utiliza las especificaciones técnicas de proyectos de refrigeración y climatización, para conocer las indicaciones técnicas y el tipo de material que se empleará en la ejecución de los trabajos y poder determinar posibles interferencias o dificultades en las etapas del proyecto.",E2 AE2 etapa 6 (reflect),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-014,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 1 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-015,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 2 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-016,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 3 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-017,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 4 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-018,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 5 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-019,oficio-tramos.png?v=3,foto,"Cubica elementos y materiales de acuerdo a los requerimientos del lugar, indicados en el plano respectivo mediante un software de diseño para determinar cantidad de materiales y elementos a emplear en la ejecución del proyecto. Se consideran las indicaciones de la Norma Chilena relativa a Cubicaciones (NCh353/2000), aplicada a proyectos de refrigeración, climatización, calefacción y ventilación.",E2 AE3 etapa 6 (reflect),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-020,oficio-drenaje.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 1,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-021,oficio-plano-leyenda.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 2,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-022,oficio-cruce.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 3,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-023,oficio-drenaje.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 4,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-024,oficio-acceso-cm.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 5,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-025,oficio-drenaje.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 6,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-026,oficio-escala.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 7,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-027,oficio-visor-4c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 8,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-028,oficio-plano-leyenda.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 9,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-029,oficio-drenaje.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 10,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-030,oficio-tuberias.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 11,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-031,oficio-plano-leyenda.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 12,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-032,oficio-cruce.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 13,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-033,oficio-plano-leyenda.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 14,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-034,oficio-drenaje.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 15,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-035,oficio-plano-leyenda.png?v=3,3d-procedure,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",E3 Situación final 3D,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MODIFICAR,Rotular como recorrido espacial interactivo y declarar que no es un modelo 3D completo.,REALIZADA
M1-MED-036,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 1,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-037,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 2,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-038,oficio-cruce.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 3,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-039,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 4,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-040,oficio-equipo-ctrl.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 5,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-041,oficio-drenaje.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 6,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-042,oficio-escala.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 7,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-043,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 8,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-044,oficio-equipo-ctrl.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 9,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-045,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 10,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-046,oficio-tuberias.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 11,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-047,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 12,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-048,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 13,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-049,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 14,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-050,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 15,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-051,oficio-escala.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 16,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-052,oficio-equipo-ctrl.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 17,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-053,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 18,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-054,oficio-escala.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 19,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-055,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 20,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-056,oficio-manometro.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 21,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-057,oficio-tramos.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 22,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-058,oficio-drenaje.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 23,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-059,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 24,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-060,oficio-plano-leyenda.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 25,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M1-MED-061,oficio-plano-leyenda.png?v=3,foto,Frame del error en cada pregunta incorrecta,E5 Retroalimentación,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
